Sale ID,Date,Customer ID,Product,Unit Price,Tax,Total,Reference,Payment Status,Shipping
SALE-02318,2026-01-01,CUST-014,Landscape Timbers 8ft,1819.18,136.44,1955.62,REF-959636,Paid,0.0
SALE-02319,2024-07-02,CUST-011,Oscillating Multi-Tool,1018.66,76.4,1095.06,REF-761467,Paid,0.0
SALE-02320,2025-02-08,CUST-024,Air Compressor 6gal,3907.56,293.07,4200.63,REF-699326,Shipped,0.0
SALE-02321,2024-02-15,CUST-002,Jigsaw Corded,3283.41,246.26,3529.67,REF-756367,Paid,24.99
SALE-02322,2025-01-27,CUST-005,Smoke Detector Combo,702.58,52.69,755.27,REF-418886,Paid,0.0
SALE-02323,2024-08-12,CUST-034,Solar Path Lights 6pk,1987.43,149.06,2136.49,REF-698828,Shipped,14.99
SALE-02324,2025-08-01,CUST-035,Drywall Sheets 4x8,817.12,61.28,878.4,REF-372106,Paid,9.99
SALE-02325,2025-06-16,CUST-043,"PVC Pipe 2"" x 10ft",1307.99,98.1,1406.09,REF-983025,Paid,9.99
SALE-02326,2025-02-10,CUST-039,Wheelbarrow 6 cu ft,2534.55,190.09,2724.64,REF-800431,Paid,0.0
SALE-02327,2025-08-22,CUST-038,Light Switch Dimmer,2933.22,219.99,3153.21,REF-802978,Partial,14.99
SALE-02328,2025-03-15,CUST-047,Table Saw Portable,12317.25,923.79,13241.04,REF-989121,Shipped,24.99
SALE-02329,2026-01-09,CUST-003,Dust Mask N95 20pk,4891.35,366.85,5258.2,REF-223641,Paid,49.99
SALE-02330,2024-10-14,CUST-008,Spray Paint Matte Black,1164.6,87.34,1251.94,REF-678654,Paid,0.0
SALE-02331,2025-05-22,CUST-045,Fire Extinguisher 5lb,535.28,40.15,575.43,REF-857979,Partial,0.0
SALE-02332,2024-08-19,CUST-043,Router Table Combo,560.79,42.06,602.85,REF-407075,Paid,14.99
SALE-02333,2025-12-21,CUST-019,Tool Belt Leather,1975.08,148.13,2123.21,REF-360733,Paid,14.99
SALE-02334,2025-01-09,CUST-029,Solar Path Lights 6pk,1904.91,142.87,2047.78,REF-565511,Paid,0.0
SALE-02335,2025-06-04,CUST-025,Caulk Silicone White,1955.83,146.69,2102.52,REF-708171,Paid,49.99
SALE-02336,2026-02-09,CUST-035,Smoke Detector Combo,1945.44,145.91,2091.35,REF-701746,Paid,0.0
SALE-02337,2025-07-18,CUST-045,"Stepping Stones 12""",2050.71,153.8,2204.51,REF-557082,Paid,0.0
SALE-02338,2025-08-05,CUST-049,Doorbell Camera,256.74,19.26,276.0,REF-171460,Partial,0.0
SALE-02339,2025-02-03,CUST-020,Paint Roller Set Pro,780.1,58.51,838.61,REF-218432,Paid,0.0
SALE-02340,2026-03-21,CUST-011,Insulation R-19 Roll,242.4,18.18,260.58,REF-343950,Paid,9.99
SALE-02341,2026-02-01,CUST-022,Joint Compound 5gal,412.7,30.95,443.65,REF-366875,Unpaid,14.99
SALE-02342,2025-02-13,CUST-022,Drill Press Benchtop,2223.82,166.79,2390.61,REF-273616,Unpaid,0.0
SALE-02343,2025-08-05,CUST-017,Hammer Drill Cordless,2761.88,207.14,2969.02,REF-433325,Paid,49.99
SALE-02344,2024-12-10,CUST-018,"Copper Pipe 3/4"" x 10ft",1157.74,86.83,1244.57,REF-521595,Paid,9.99
SALE-02345,2026-02-24,CUST-005,"Band Saw 14""",12158.45,911.88,13070.33,REF-371258,Paid,14.99
SALE-02346,2025-12-01,CUST-026,Landscape Timbers 8ft,984.09,73.81,1057.9,REF-201605,Paid,0.0
SALE-02347,2025-05-14,CUST-034,Tape Measure 25ft,5163.1,387.23,5550.33,REF-442305,Paid,9.99
SALE-02348,2026-02-09,CUST-035,Hose Garden 100ft,4923.24,369.24,5292.48,REF-747397,Paid,24.99
SALE-02349,2025-07-23,CUST-040,Fire Extinguisher 5lb,1587.03,119.03,1706.06,REF-499677,Paid,24.99
SALE-02350,2024-06-11,CUST-038,"Ceiling Fan 52""",25494.5,1912.09,27406.59,REF-791962,Paid,0.0
SALE-02351,2024-10-05,CUST-047,Face Shield Clear,2327.92,174.59,2502.51,REF-985856,Shipped,0.0
SALE-02352,2024-12-13,CUST-045,Stainless Steel Bolts M8x30,1668.49,125.14,1793.63,REF-597529,Paid,9.99
SALE-02353,2026-03-02,CUST-015,Face Shield Clear,22955.2,1721.64,24676.84,REF-682210,Partial,0.0
SALE-02354,2025-06-08,CUST-027,"Clamps Bar 24"" 4pk",283.58,21.27,304.85,REF-639668,Paid,0.0
SALE-02355,2025-10-02,CUST-025,Sand Play 50lb,1326.34,99.48,1425.82,REF-722977,Paid,49.99
SALE-02356,2024-05-17,CUST-038,"Ball Valve 3/4""",1300.21,97.52,1397.73,REF-494616,Partial,24.99
SALE-02357,2025-12-28,CUST-036,Tool Belt Leather,1324.52,99.34,1423.86,REF-530398,Paid,0.0
SALE-02358,2025-05-06,CUST-001,"Planer Thickness 13""",1881.27,141.1,2022.37,REF-544167,Unpaid,9.99
SALE-02359,2025-06-18,CUST-002,Safety Vest Hi-Vis,786.9,59.02,845.92,REF-905312,Unpaid,0.0
SALE-02360,2024-09-26,CUST-039,"Copper Pipe 3/4"" x 10ft",558.47,41.89,600.36,REF-998668,Unpaid,0.0
SALE-02361,2025-07-26,CUST-009,Chalk Line Reel,1280.8,96.06,1376.86,REF-452853,Paid,0.0
SALE-02362,2024-07-21,CUST-022,Steel Toe Boots,1162.82,87.21,1250.03,REF-156307,Paid,24.99
SALE-02363,2026-02-06,CUST-012,Hammer Drill Cordless,1320.69,99.05,1419.74,REF-289838,Shipped,9.99
SALE-02364,2025-12-22,CUST-031,Deck Boards Composite,14316.3,1073.72,15390.02,REF-431355,Paid,9.99
SALE-02365,2024-02-03,CUST-012,Electrical Panel 200A,1411.7,105.88,1517.58,REF-196783,Unpaid,49.99
SALE-02366,2025-05-18,CUST-034,Chalk Line Reel,653.88,49.04,702.92,REF-106416,Paid,0.0
SALE-02367,2025-10-17,CUST-026,Retaining Wall Block,4907.85,368.09,5275.94,REF-234062,Paid,49.99
SALE-02368,2024-03-19,CUST-039,Spray Paint Matte Black,5832.9,437.47,6270.37,REF-114281,Paid,9.99
SALE-02369,2024-12-14,CUST-017,Reciprocating Saw,3542.72,265.7,3808.42,REF-179838,Paid,24.99
SALE-02370,2024-03-02,CUST-014,Doorbell Camera,419.55,31.47,451.02,REF-896626,Shipped,0.0
SALE-02371,2024-07-12,CUST-045,Dust Mask N95 20pk,10154.8,761.61,10916.41,REF-889115,Paid,9.99
SALE-02372,2025-06-27,CUST-041,Reciprocating Saw,1724.17,129.31,1853.48,REF-639026,Paid,0.0
SALE-02373,2024-02-22,CUST-036,Brad Nailer 18ga,715.71,53.68,769.39,REF-440052,Paid,0.0
SALE-02374,2025-01-02,CUST-044,Hose Garden 100ft,7911.8,593.38,8505.18,REF-485275,Paid,24.99
SALE-02375,2025-06-24,CUST-010,Flashing Tape Roll,874.67,65.6,940.27,REF-216815,Paid,0.0
SALE-02376,2024-12-15,CUST-019,"Band Saw 14""",24369.1,1827.68,26196.78,REF-872254,Shipped,24.99
SALE-02377,2025-12-27,CUST-006,Fertilizer 10-10-10,18131.9,1359.89,19491.79,REF-517484,Paid,0.0
SALE-02378,2026-02-21,CUST-042,"Bench Grinder 8""",5108.54,383.14,5491.68,REF-277965,Paid,0.0
SALE-02379,2025-09-13,CUST-044,Reciprocating Saw,3606.0,270.45,3876.45,REF-470808,Paid,24.99
SALE-02380,2025-01-26,CUST-005,Steel Toe Boots,1183.04,88.73,1271.77,REF-966859,Paid,0.0
SALE-02381,2025-12-21,CUST-013,Safety Goggles Anti-Fog,18218.6,1366.39,19584.99,REF-340694,Unpaid,24.99
SALE-02382,2025-09-27,CUST-010,Light Switch Dimmer,961.84,72.14,1033.98,REF-447103,Paid,0.0
SALE-02383,2024-01-28,CUST-045,Lathe Wood 12x36,35.09,2.63,37.72,REF-639704,Paid,24.99
SALE-02384,2025-08-16,CUST-033,Tile Adhesive Thinset,2077.47,155.81,2233.28,REF-983488,Partial,0.0
SALE-02385,2024-05-09,CUST-017,Router Table Combo,578.17,43.36,621.53,REF-374609,Partial,0.0
SALE-02386,2025-04-27,CUST-035,Primer Interior 1gal,525.5,39.41,564.91,REF-732047,Paid,9.99
SALE-02387,2026-03-04,CUST-001,Stud Finder Digital,14912.1,1118.41,16030.51,REF-939335,Unpaid,0.0
SALE-02388,2026-03-04,CUST-010,Smart Lock Deadbolt,2367.84,177.59,2545.43,REF-637387,Paid,49.99
SALE-02389,2025-12-13,CUST-040,Hard Hat White,6627.09,497.03,7124.12,REF-653327,Paid,49.99
SALE-02390,2026-03-02,CUST-020,Fence Posts 4x4 8ft,8799.4,659.95,9459.35,REF-239297,Shipped,0.0
SALE-02391,2025-08-22,CUST-009,"Ball Valve 3/4""",1326.8,99.51,1426.31,REF-949581,Paid,49.99
SALE-02392,2026-03-18,CUST-048,Drop Cloth 9x12,1624.88,121.87,1746.75,REF-380808,Paid,0.0
SALE-02393,2025-11-08,CUST-038,Fertilizer 10-10-10,1762.9,132.22,1895.12,REF-349841,Paid,0.0
SALE-02394,2024-11-22,CUST-036,Gravel Pea 0.5cuft,16329.0,1224.67,17553.67,REF-264748,Paid,0.0
SALE-02395,2025-09-02,CUST-046,Safety Vest Hi-Vis,795.31,59.65,854.96,REF-275933,Paid,0.0
SALE-02396,2024-02-01,CUST-012,Wire Nuts Assorted,1462.66,109.7,1572.36,REF-117068,Paid,24.99
SALE-02397,2025-07-15,CUST-028,Drop Cloth 9x12,1530.06,114.75,1644.81,REF-632596,Shipped,24.99
SALE-02398,2025-02-01,CUST-036,"Circular Saw Blade 10""",568.79,42.66,611.45,REF-490774,Partial,49.99
SALE-02399,2024-05-02,CUST-047,"Pipe Wrench 18""",2099.27,157.45,2256.72,REF-434836,Paid,24.99
SALE-02400,2024-10-17,CUST-049,Concrete Mix 80lb Bag,2294.94,172.12,2467.06,REF-541597,Paid,0.0
SALE-02401,2025-05-14,CUST-038,Fence Posts 4x4 8ft,18217.4,1366.31,19583.71,REF-202401,Paid,0.0
SALE-02402,2024-12-25,CUST-002,Weed Barrier Fabric,854.78,64.11,918.89,REF-291238,Paid,0.0
SALE-02403,2025-06-24,CUST-038,Drop Cloth 9x12,1581.45,118.61,1700.06,REF-447505,Paid,24.99
SALE-02404,2024-07-14,CUST-043,"Painters Tape 2""",908.74,68.16,976.9,REF-177411,Paid,24.99
SALE-02405,2025-06-10,CUST-006,"Clamps Bar 24"" 4pk",2680.0,201.0,2881.0,REF-335715,Paid,0.0
SALE-02406,2025-09-11,CUST-007,Wheelbarrow 6 cu ft,1603.59,120.27,1723.86,REF-381924,Shipped,0.0
SALE-02407,2025-10-01,CUST-024,"Band Saw 14""",2442.84,183.21,2626.05,REF-550779,Partial,14.99
SALE-02408,2024-05-18,CUST-010,Drop Cloth 9x12,4790.55,359.29,5149.84,REF-692027,Partial,0.0
SALE-02409,2025-10-15,CUST-001,Doorbell Camera,167.52,12.56,180.08,REF-685136,Paid,9.99
SALE-02410,2025-11-22,CUST-042,Sand Play 50lb,1434.3,107.57,1541.87,REF-481770,Paid,0.0
SALE-02411,2025-07-06,CUST-024,Weed Barrier Fabric,1283.22,96.24,1379.46,REF-576547,Partial,0.0
SALE-02412,2026-03-08,CUST-009,LED Panel Light 2x4,722.58,54.19,776.77,REF-552578,Unpaid,9.99
SALE-02413,2026-03-19,CUST-036,Joint Compound 5gal,389.04,29.18,418.22,REF-182480,Paid,49.99
SALE-02414,2025-06-05,CUST-005,Lathe Wood 12x36,34.48,2.59,37.07,REF-635294,Unpaid,0.0
SALE-02415,2025-08-15,CUST-019,"Clamps Bar 24"" 4pk",1340.0,100.5,1440.5,REF-244671,Shipped,0.0
SALE-02416,2025-10-06,CUST-005,Work Gloves Heavy Duty,724.7,54.35,779.05,REF-975336,Paid,0.0
SALE-02417,2024-10-23,CUST-038,Wheelbarrow 6 cu ft,1103.5,82.76,1186.26,REF-379205,Paid,0.0
SALE-02418,2024-10-16,CUST-022,Solar Path Lights 6pk,3916.68,293.75,4210.43,REF-155988,Paid,24.99
SALE-02419,2026-02-09,CUST-009,Tape Measure 25ft,518.12,38.86,556.98,REF-814096,Paid,0.0
SALE-02420,2025-01-11,CUST-028,Drill Press Benchtop,2154.02,161.55,2315.57,REF-985964,Paid,0.0
SALE-02421,2025-08-27,CUST-001,"Clamps Bar 24"" 4pk",1407.65,105.57,1513.22,REF-152199,Paid,24.99
SALE-02422,2025-04-23,CUST-022,Shovel Round Point,656.72,49.25,705.97,REF-581671,Paid,0.0
SALE-02423,2024-05-28,CUST-031,Drywall Sheets 4x8,2564.49,192.34,2756.83,REF-740707,Unpaid,24.99
SALE-02424,2025-01-02,CUST-006,Sand Play 50lb,13978.3,1048.37,15026.67,REF-641809,Paid,0.0
SALE-02425,2026-02-23,CUST-029,"Pipe Wrench 18""",3872.42,290.43,4162.85,REF-176009,Partial,14.99
SALE-02426,2025-01-16,CUST-005,Pressure Washer 3000PSI,687.6,51.57,739.17,REF-772640,Paid,0.0
SALE-02427,2024-10-12,CUST-001,Tool Belt Leather,1290.28,96.77,1387.05,REF-946475,Paid,49.99
SALE-02428,2026-01-11,CUST-012,Hose Garden 100ft,1554.2,116.56,1670.76,REF-880002,Unpaid,0.0
SALE-02429,2025-01-27,CUST-037,"Wood Screws #8 x 2""",1431.29,107.35,1538.64,REF-584835,Paid,49.99
SALE-02430,2025-10-11,CUST-044,Premium Wood Stain,129.96,9.75,139.71,REF-368881,Paid,14.99
SALE-02431,2025-05-18,CUST-046,Concrete Sealer 5gal,122.68,9.2,131.88,REF-950110,Paid,49.99
SALE-02432,2025-09-15,CUST-027,Dust Mask N95 20pk,998.19,74.86,1073.05,REF-999115,Partial,0.0
SALE-02433,2024-10-09,CUST-018,Paver Blocks 4x8,5079.32,380.95,5460.27,REF-976958,Paid,14.99
SALE-02434,2026-03-05,CUST-031,Flashing Tape Roll,8712.3,653.42,9365.72,REF-664574,Paid,0.0
SALE-02435,2026-01-02,CUST-017,Rebar #4 20ft,548.26,41.12,589.38,REF-912314,Partial,0.0
SALE-02436,2026-01-03,CUST-030,Grout Sanded Gray,15041.9,1128.14,16170.04,REF-929075,Unpaid,9.99
SALE-02437,2025-09-25,CUST-016,Wire Mesh 4x8 Sheet,754.74,56.61,811.35,REF-541111,Paid,9.99
SALE-02438,2025-09-14,CUST-003,Belt Sander 3x21,950.98,71.32,1022.3,REF-716862,Paid,24.99
SALE-02439,2025-05-18,CUST-033,"Roofing Nails 1.5""",2404.57,180.34,2584.91,REF-433362,Paid,9.99
SALE-02440,2026-02-13,CUST-009,Smoke Detector Combo,643.25,48.24,691.49,REF-155651,Shipped,49.99
SALE-02441,2025-05-23,CUST-004,Ladder Extension 24ft,2748.66,206.15,2954.81,REF-451863,Unpaid,0.0
SALE-02442,2025-07-06,CUST-014,Hard Hat White,21221.2,1591.59,22812.79,REF-110205,Paid,14.99
SALE-02443,2025-06-04,CUST-003,Gravel Pea 0.5cuft,1735.51,130.16,1865.67,REF-866110,Paid,24.99
SALE-02444,2025-02-08,CUST-007,"Circular Saw Blade 10""",1157.32,86.8,1244.12,REF-916745,Partial,0.0
SALE-02445,2025-11-01,CUST-010,Rebar #4 20ft,2959.55,221.97,3181.52,REF-566810,Partial,0.0
SALE-02446,2026-03-06,CUST-011,Chalk Line Reel,3148.9,236.17,3385.07,REF-751147,Unpaid,0.0
SALE-02447,2025-05-23,CUST-006,Air Compressor 6gal,1235.53,92.66,1328.19,REF-186709,Paid,0.0
SALE-02448,2025-06-26,CUST-037,Spray Paint Matte Black,608.39,45.63,654.02,REF-111089,Paid,49.99
SALE-02449,2025-12-02,CUST-006,Fence Posts 4x4 8ft,1694.6,127.09,1821.69,REF-854423,Paid,0.0
SALE-02450,2026-03-22,CUST-038,"Ceiling Fan 52""",7255.14,544.14,7799.28,REF-456289,Paid,9.99
SALE-02451,2025-01-27,CUST-032,Work Gloves Heavy Duty,370.4,27.78,398.18,REF-300553,Paid,9.99
SALE-02452,2025-09-02,CUST-023,"Clamps Bar 24"" 4pk",1431.25,107.34,1538.59,REF-483943,Paid,0.0
SALE-02453,2026-01-02,CUST-001,Ladder Extension 24ft,4547.55,341.07,4888.62,REF-752256,Paid,0.0
SALE-02454,2026-01-07,CUST-045,Ear Plugs 200 pair,1578.06,118.35,1696.41,REF-465124,Paid,0.0
SALE-02455,2024-07-02,CUST-033,Tool Belt Leather,6798.5,509.89,7308.39,REF-398017,Paid,0.0
SALE-02456,2025-05-21,CUST-040,Work Gloves Heavy Duty,377.3,28.3,405.6,REF-453171,Paid,14.99
SALE-02457,2025-06-25,CUST-049,Teflon Tape Roll,9503.4,712.75,10216.15,REF-694628,Unpaid,0.0
SALE-02458,2024-06-13,CUST-005,Safety Goggles Anti-Fog,3523.08,264.23,3787.31,REF-697053,Paid,24.99
SALE-02459,2024-07-19,CUST-028,Fire Extinguisher 5lb,1526.1,114.46,1640.56,REF-505649,Shipped,9.99
SALE-02460,2025-01-25,CUST-045,"Pipe Wrench 18""",6357.39,476.8,6834.19,REF-380028,Paid,24.99
SALE-02461,2024-11-07,CUST-037,Tile Adhesive Thinset,10172.2,762.92,10935.12,REF-493183,Paid,0.0
SALE-02462,2024-07-16,CUST-030,Drop Cloth 9x12,16325.7,1224.43,17550.13,REF-264810,Unpaid,0.0
SALE-02463,2024-04-06,CUST-041,"Anchor Bolts 1/2""",211.72,15.88,227.6,REF-617189,Paid,9.99
SALE-02464,2025-05-05,CUST-026,Joint Compound 5gal,770.66,57.8,828.46,REF-663335,Paid,0.0
SALE-02465,2025-01-21,CUST-012,Oscillating Multi-Tool,5234.45,392.58,5627.03,REF-916943,Paid,0.0
SALE-02466,2024-05-11,CUST-007,Electrical Wire 12AWG 250ft,10069.6,755.22,10824.82,REF-133500,Paid,24.99
SALE-02467,2025-11-02,CUST-023,Teflon Tape Roll,17356.7,1301.75,18658.45,REF-667294,Partial,14.99
SALE-02468,2025-04-01,CUST-010,"Level 48"" Aluminum",3119.68,233.98,3353.66,REF-565643,Paid,49.99
SALE-02469,2024-10-01,CUST-019,"Bench Grinder 8""",4905.16,367.89,5273.05,REF-450311,Shipped,0.0
SALE-02470,2025-03-03,CUST-011,Dust Mask N95 20pk,10162.2,762.17,10924.37,REF-544069,Paid,0.0
SALE-02471,2025-01-08,CUST-016,"Rake Leaf 24""",2382.07,178.66,2560.73,REF-936071,Paid,24.99
SALE-02472,2024-08-12,CUST-023,Motion Sensor Light,559.15,41.94,601.09,REF-584383,Shipped,0.0
SALE-02473,2026-03-05,CUST-001,Mulch Hardwood 2cuft,4161.3,312.1,4473.4,REF-460974,Paid,0.0
SALE-02474,2026-03-01,CUST-012,"Roofing Nails 1.5""",2376.87,178.27,2555.14,REF-203782,Paid,0.0
SALE-02475,2025-09-26,CUST-008,Motion Sensor Light,1162.9,87.22,1250.12,REF-857899,Paid,24.99
SALE-02476,2025-10-04,CUST-028,Tape Measure 25ft,1546.74,116.01,1662.75,REF-557735,Paid,14.99
SALE-02477,2025-06-18,CUST-036,"Circular Saw Blade 10""",563.97,42.3,606.27,REF-696613,Shipped,24.99
SALE-02478,2025-03-23,CUST-045,Work Gloves Heavy Duty,213.96,16.05,230.01,REF-146616,Paid,49.99
SALE-02479,2025-04-16,CUST-035,"Miter Saw 12"" Sliding",4099.41,307.46,4406.87,REF-999762,Paid,0.0
SALE-02480,2025-07-20,CUST-010,Solar Path Lights 6pk,4041.32,303.1,4344.42,REF-280751,Paid,0.0
SALE-02481,2025-01-22,CUST-007,Solar Path Lights 6pk,9355.35,701.65,10057.0,REF-890618,Shipped,0.0
SALE-02482,2024-01-06,CUST-036,Circuit Breaker 20A,750.12,56.26,806.38,REF-233652,Paid,0.0
SALE-02483,2026-01-02,CUST-017,"PVC Pipe 2"" x 10ft",2476.32,185.72,2662.04,REF-392302,Paid,24.99
SALE-02484,2024-12-28,CUST-034,Belt Sander 3x21,1840.74,138.06,1978.8,REF-477384,Paid,24.99
SALE-02485,2024-11-05,CUST-048,Back Support Belt,1439.05,107.93,1546.98,REF-137870,Paid,0.0
SALE-02486,2025-12-23,CUST-010,Outlet Box Double Gang,2194.33,164.57,2358.9,REF-851765,Shipped,9.99
SALE-02487,2025-03-23,CUST-007,Teflon Tape Roll,1802.74,135.21,1937.95,REF-143441,Paid,14.99
SALE-02488,2024-07-11,CUST-004,Shovel Round Point,655.27,49.15,704.42,REF-103026,Paid,0.0
SALE-02489,2026-03-08,CUST-029,Weed Barrier Fabric,823.7,61.78,885.48,REF-712957,Paid,14.99
SALE-02490,2025-04-05,CUST-050,Paint Roller Set Pro,408.9,30.67,439.57,REF-269763,Paid,9.99
SALE-02491,2026-03-24,CUST-005,Paver Blocks 4x8,24240.2,1818.02,26058.22,REF-737658,Paid,49.99
SALE-02492,2024-10-24,CUST-034,Circuit Breaker 20A,2377.9,178.34,2556.24,REF-130588,Paid,0.0
SALE-02493,2026-03-27,CUST-018,Electrical Wire 12AWG 250ft,2141.94,160.65,2302.59,REF-270081,Paid,14.99
SALE-02494,2024-04-04,CUST-027,Sand Play 50lb,1327.22,99.54,1426.76,REF-484714,Partial,14.99
SALE-02495,2025-07-27,CUST-026,Weed Barrier Fabric,432.3,32.42,464.72,REF-501777,Paid,24.99
SALE-02496,2025-03-03,CUST-037,Solar Path Lights 6pk,2000.38,150.03,2150.41,REF-479239,Paid,0.0
SALE-02497,2025-05-25,CUST-049,Lathe Wood 12x36,168.85,12.66,181.51,REF-137935,Shipped,9.99
SALE-02498,2025-04-22,CUST-020,Steel Toe Boots,5907.25,443.04,6350.29,REF-335635,Partial,0.0
SALE-02499,2024-05-21,CUST-039,Drop Cloth 9x12,1538.44,115.38,1653.82,REF-235765,Paid,9.99
SALE-02500,2024-07-27,CUST-008,"PVC Pipe 2"" x 10ft",1240.46,93.03,1333.49,REF-368148,Paid,49.99
SALE-02501,2025-11-05,CUST-048,Wire Mesh 4x8 Sheet,2279.4,170.96,2450.36,REF-829207,Unpaid,0.0
SALE-02502,2026-01-04,CUST-044,Solar Path Lights 6pk,10046.55,753.49,10800.04,REF-141199,Shipped,14.99
SALE-02503,2026-03-04,CUST-048,Knee Pads Pro,647.81,48.59,696.4,REF-770532,Paid,24.99
SALE-02504,2025-12-03,CUST-043,Face Shield Clear,4606.16,345.46,4951.62,REF-376477,Paid,0.0
SALE-02505,2025-06-26,CUST-016,"Wood Screws #8 x 2""",1508.11,113.11,1621.22,REF-583323,Paid,0.0
SALE-02506,2026-01-12,CUST-035,"Pipe Wrench 18""",1963.43,147.26,2110.69,REF-312134,Paid,49.99
SALE-02507,2026-01-03,CUST-006,"Clamps Bar 24"" 4pk",2888.0,216.6,3104.6,REF-800932,Shipped,9.99
SALE-02508,2024-06-24,CUST-018,Brush Set 3pc,7246.8,543.51,7790.31,REF-863116,Partial,24.99
SALE-02509,2025-11-09,CUST-032,Rebar #4 20ft,1182.76,88.71,1271.47,REF-715332,Paid,24.99
SALE-02510,2026-02-07,CUST-024,"Pipe Wrench 18""",6018.51,451.39,6469.9,REF-595125,Paid,9.99
SALE-02511,2025-12-20,CUST-050,"Stepping Stones 12""",20832.5,1562.44,22394.94,REF-166670,Partial,0.0
SALE-02512,2025-03-03,CUST-012,Wire Mesh 4x8 Sheet,712.11,53.41,765.52,REF-661498,Paid,14.99
SALE-02513,2025-10-10,CUST-033,"PVC Pipe 2"" x 10ft",1306.21,97.97,1404.18,REF-897355,Partial,14.99
SALE-02514,2024-06-26,CUST-024,Safety Vest Hi-Vis,781.41,58.61,840.02,REF-985249,Shipped,0.0
SALE-02515,2024-04-01,CUST-030,Electrical Panel 200A,1332.54,99.94,1432.48,REF-914659,Paid,0.0
SALE-02516,2024-07-04,CUST-019,Concrete Mix 80lb Bag,2342.13,175.66,2517.79,REF-782271,Paid,0.0
SALE-02517,2024-07-27,CUST-008,Tile Cutter Manual,2214.73,166.1,2380.83,REF-323861,Paid,9.99
SALE-02518,2025-07-08,CUST-043,"Band Saw 14""",2417.64,181.32,2598.96,REF-813733,Paid,0.0
SALE-02519,2025-11-22,CUST-047,Hammer Drill Cordless,4093.44,307.01,4400.45,REF-961878,Unpaid,0.0
SALE-02520,2024-02-03,CUST-024,Jigsaw Corded,1064.05,79.8,1143.85,REF-684037,Paid,0.0
SALE-02521,2024-04-12,CUST-043,Electrical Panel 200A,1415.85,106.19,1522.04,REF-553976,Shipped,0.0
SALE-02522,2025-11-21,CUST-044,Gravel Pea 0.5cuft,3272.16,245.41,3517.57,REF-303419,Paid,49.99
SALE-02523,2026-03-01,CUST-045,Doorbell Camera,85.28,6.4,91.68,REF-878013,Paid,0.0
SALE-02524,2025-08-15,CUST-009,Safety Vest Hi-Vis,3926.3,294.47,4220.77,REF-439648,Partial,0.0
SALE-02525,2024-08-01,CUST-008,Electrical Panel 200A,7198.1,539.86,7737.96,REF-967607,Paid,49.99
SALE-02526,2026-03-12,CUST-010,Mulch Hardwood 2cuft,451.53,33.86,485.39,REF-125780,Unpaid,0.0
SALE-02527,2026-03-22,CUST-003,Safety Goggles Anti-Fog,1755.28,131.65,1886.93,REF-607348,Paid,24.99
SALE-02528,2024-02-10,CUST-012,Fence Posts 4x4 8ft,17566.9,1317.52,18884.42,REF-304333,Paid,9.99
SALE-02529,2024-10-10,CUST-015,Safety Vest Hi-Vis,806.01,60.45,866.46,REF-906605,Paid,49.99
SALE-02530,2025-09-26,CUST-041,Brad Nailer 18ga,223.11,16.73,239.84,REF-136786,Paid,0.0
SALE-02531,2024-07-20,CUST-023,"Anchor Bolts 1/2""",627.84,47.09,674.93,REF-913239,Partial,0.0
SALE-02532,2026-01-20,CUST-042,Joint Compound 5gal,1983.7,148.78,2132.48,REF-997523,Shipped,49.99
SALE-02533,2024-06-05,CUST-047,Brush Set 3pc,731.87,54.89,786.76,REF-967431,Paid,0.0
SALE-02534,2024-03-05,CUST-041,Brad Nailer 18ga,478.04,35.85,513.89,REF-337858,Paid,14.99
SALE-02535,2025-10-06,CUST-001,Tile Adhesive Thinset,4092.46,306.93,4399.39,REF-824765,Paid,49.99
SALE-02536,2025-04-05,CUST-015,Hose Garden 100ft,4830.96,362.32,5193.28,REF-467010,Paid,9.99
SALE-02537,2025-02-02,CUST-036,Weed Barrier Fabric,394.73,29.6,424.33,REF-507990,Shipped,49.99
SALE-02538,2024-09-26,CUST-011,Flashing Tape Roll,835.41,62.66,898.07,REF-114847,Shipped,0.0
SALE-02539,2024-07-04,CUST-023,Stud Finder Digital,15145.0,1135.88,16280.88,REF-680514,Paid,14.99
SALE-02540,2026-03-21,CUST-012,"Clamps Bar 24"" 4pk",2679.8,200.99,2880.79,REF-616942,Partial,24.99
SALE-02541,2025-09-28,CUST-017,Drill Press Benchtop,2131.79,159.88,2291.67,REF-440065,Shipped,49.99
SALE-02542,2025-03-05,CUST-014,Circuit Breaker 20A,259.12,19.43,278.55,REF-248514,Paid,24.99
SALE-02543,2025-01-21,CUST-007,Table Saw Portable,2517.07,188.78,2705.85,REF-261447,Unpaid,14.99
SALE-02544,2026-03-19,CUST-010,Chisel Set Wood 6pc,8102.15,607.66,8709.81,REF-762003,Paid,0.0
SALE-02545,2026-02-13,CUST-004,Drop Cloth 9x12,4622.85,346.71,4969.56,REF-453929,Paid,0.0
SALE-02546,2026-01-13,CUST-016,Chalk Line Reel,1360.94,102.07,1463.01,REF-937537,Paid,0.0
SALE-02547,2026-01-18,CUST-004,Light Switch Dimmer,9402.5,705.19,10107.69,REF-615664,Paid,0.0
SALE-02548,2024-01-16,CUST-043,Fence Posts 4x4 8ft,5146.29,385.97,5532.26,REF-419700,Paid,24.99
